seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr11	118306818	118306819	2	*	X13225	4297	118307205	118397539	90335	+	385	upstream	385	KMT2A
chr11	118442991	118443030	40	*	X13234	372	118443102	118473747	30646	+	71	upstream	71	ARCN1
chr11	118662496	118663185	690	*	X13259	1656	118618473	118661972	43500	-	523	upstream	523	DDX6
chr11	118779323	118779547	225	*	X13264	100616376	118781417	118781496	80	+	1869	upstream	1869	MIR4492
chr11	118779953	118780099	147	*	X13265	100616376	118781417	118781496	80	+	1317	upstream	1317	MIR4492
chr11	118780310	118780429	120	*	X13266	100616376	118781417	118781496	80	+	987	upstream	987	MIR4492
chr11	118780748	118780909	162	*	X13267	100616376	118781417	118781496	80	+	507	upstream	507	MIR4492
chr11	118781795	118781899	105	*	X13268	283149	118766851	118781613	14763	-	181	upstream	181	BCL9L
chr11	118782650	118782844	195	*	X13269	283149	118766851	118781613	14763	-	1036	upstream	1036	BCL9L
chr11	118887256	118887390	135	*	X13281	51399	118889241	118894385	5145	+	1850	upstream	1850	TRAPPC4
chr11	118889379	118889528	150	*	X13282	51399	118889241	118894385	5145	+	0	inside	137	TRAPPC4
chr11	118889379	118889528	150	*	X13282	100500840	118889654	118889722	69	+	125	upstream	125	NA
chr11	118889379	118889528	150	*	X13282	6230	118886422	118889057	2636	-	321	upstream	321	RPS25
chr11	118889709	118889858	150	*	X13283	100500840	118889654	118889722	69	+	0	overlapEnd	54	NA
chr11	118889709	118889858	150	*	X13283	6230	118886422	118889057	2636	-	651	upstream	651	RPS25
chr11	118901431	118901547	117	*	X13285	2542	118895061	118901616	6556	-	0	inside	68	SLC37A4
chr11	118927516	118927815	300	*	X13288	10525	118914896	118927925	13030	-	0	inside	109	HYOU1
chr11	118972628	118972686	59	*	X13293	1798	118967213	118972852	5640	-	0	inside	165	DPAGT1
chr11	118972973	118973107	135	*	X13294	1798	118967213	118972852	5640	-	120	upstream	120	DPAGT1
chr11	118977728	118977847	120	*	X13295	9854	118978093	118987827	9735	+	245	upstream	245	C2CD2L
chr11	119018618	119018842	225	*	X13297	64137	119019750	119033374	13625	+	907	upstream	907	ABCG4
chr11	119019423	119019542	120	*	X13298	64137	119019750	119033374	13625	+	207	upstream	207	ABCG4
chr11	119038913	119038925	13	*	X13300	79671	119039437	119054725	15289	+	511	upstream	511	NLRX1
chr11	119039051	119039062	12	*	X13301	79671	119039437	119054725	15289	+	374	upstream	374	NLRX1
chr11	119076459	119076558	100	*	X13302	867	119076986	119178859	101874	+	427	upstream	427	CBL
chr11	119076663	119076668	6	*	X13303	867	119076986	119178859	101874	+	317	upstream	317	CBL
chr11	119188656	119188760	105	*	X13312	4162	119179234	119187840	8607	-	815	upstream	815	MCAM
chr11	119294425	119294472	48	*	X13330	7070	119288655	119294246	5592	-	178	upstream	178	THY1
chr11	119600323	119600366	44	*	X13358	5818	119508808	119599435	90628	-	887	upstream	887	NECTIN1
chr11	119601252	119601337	86	*	X13359	5818	119508808	119599435	90628	-	1816	upstream	1816	NECTIN1
chr11	119601431	119601476	46	*	X13360	5818	119508808	119599435	90628	-	1995	upstream	1995	NECTIN1
chr11	120206792	120206851	60	*	X13390	23365	120207618	120360645	153028	+	766	upstream	766	ARHGEF12
chr11	120207535	120207624	90	*	X13391	23365	120207618	120360645	153028	+	0	overlapStart	0	ARHGEF12
chr11	121971948	121972079	132	*	X13444	406911	121970465	121970552	88	-	1395	upstream	1395	MIR125B1
chr11	122525761	122525865	105	*	X13450	84959	122526398	122685187	158790	+	532	upstream	532	UBASH3B
chr11	122526601	122526705	105	*	X13451	84959	122526398	122685187	158790	+	0	inside	202	UBASH3B
chr11	122933382	122933428	47	*	X13462	3312	122928200	122933186	4987	-	195	upstream	195	HSPA8
chr11	123066008	123066082	75	*	X13471	79827	122943033	123066007	122975	-	0	upstream	0	CLMP
chr11	123066122	123066241	120	*	X13472	79827	122943033	123066007	122975	-	114	upstream	114	CLMP
chr11	123525848	123525952	105	*	X13488	55800	123499895	123525315	25421	-	532	upstream	532	SCN3B
chr11	124543919	124544053	135	*	X13494	53340	124543740	124564687	20948	+	0	inside	178	SPA17
chr11	124608279	124608383	105	*	X13499	4900	124609829	124617102	7274	+	1445	upstream	1445	NRGN
chr11	124609659	124609727	69	*	X13500	4900	124609829	124617102	7274	+	101	upstream	101	NRGN
chr11	124632352	124632373	22	*	X13508	90952	124622026	124632223	10198	-	128	upstream	128	ESAM
chr11	124632464	124632583	120	*	X13509	90952	124622026	124632223	10198	-	240	upstream	240	ESAM
chr11	124670004	124670093	90	*	X13510	79684	124636394	124670299	33906	-	0	inside	205	MSANTD2
chr11	124823236	124823340	105	*	X13512	80071	124824017	124911385	87369	+	676	upstream	676	CCDC15
chr11	124824003	124824122	120	*	X13513	80071	124824017	124911385	87369	+	0	overlapStart	0	CCDC15
chr11	124824181	124824300	120	*	X13514	80071	124824017	124911385	87369	+	0	inside	163	CCDC15
chr11	124932303	124932437	135	*	X13515	219855	124933013	124960412	27400	+	575	upstream	575	SLC37A2
chr11	124981342	124981431	90	*	X13517	219854	124964266	124981659	17394	-	0	inside	227	TMEM218
chr11	125034318	125034407	90	*	X13521	63876	125034559	125303285	268727	+	151	upstream	151	PKNOX2
chr11	125365839	125365988	150	*	X13558	9638	125315641	125366206	50566	-	0	inside	217	FEZ1
chr11	125366109	125366228	120	*	X13559	9638	125315641	125366206	50566	-	0	overlapStart	0	FEZ1
chr11	125462975	125463319	345	*	X13562	3703	125462739	125491280	28542	+	0	inside	235	STT3A
chr11	125773624	125773743	120	*	X13565	29118	125774261	125793006	18746	+	517	upstream	517	DDX25
chr11	125773624	125773743	120	*	X13565	83480	125763380	125773116	9737	-	507	upstream	507	PUS3
chr11	125774554	125774667	114	*	X13566	29118	125774261	125793006	18746	+	0	inside	292	DDX25
chr11	125774554	125774667	114	*	X13566	83480	125763380	125773116	9737	-	1437	upstream	1437	PUS3
chr11	125932992	125933033	42	*	X13575	50937	125826713	125933187	106475	-	0	inside	153	CDON
chr11	125933139	125933182	44	*	X13576	50937	125826713	125933187	106475	-	0	inside	4	CDON
chr11	126138454	126138573	120	*	X13583	55572	126138935	126148027	9093	+	361	upstream	361	FOXRED1
chr11	126223558	126223692	135	*	X13589	6484	126225540	126310752	85213	+	1847	upstream	1847	ST3GAL4
chr11	126871268	126871295	28	*	X13615	283165	126872805	126875953	3149	+	1509	upstream	1509	KIRREL3-AS3
chr11	126872813	126872962	150	*	X13616	283165	126872805	126875953	3149	+	0	inside	7	KIRREL3-AS3
chr11	128759471	128759575	105	*	X13638	3762	128761313	128787951	26639	+	1737	upstream	1737	KCNJ5
chr11	128761018	128761025	8	*	X13639	3762	128761313	128787951	26639	+	287	upstream	287	KCNJ5
chr11	128775965	128775985	21	*	X13642	219833	128769460	128776126	6667	-	0	inside	140	C11orf45
chr11	129062002	129062003	2	*	X13649	9743	128834955	129062093	227139	-	0	inside	89	ARHGAP32
chr11	129871751	129871829	79	*	X13656	440072	129872519	129875381	2863	+	689	upstream	689	PRDM10-DT
chr11	129939737	129939777	41	*	X13657	334	129939716	130014706	74991	+	0	inside	20	APLP2
chr11	130298667	130298722	56	*	X13664	11095	130274818	130298539	23722	-	127	upstream	127	ADAMTS8
chr11	130318031	130318195	165	*	X13665	170689	130318869	130346539	27671	+	673	upstream	673	ADAMTS15
chr11	130318418	130318462	45	*	X13666	170689	130318869	130346539	27671	+	406	upstream	406	ADAMTS15
chr11	133772802	133772857	56	*	X13707	283174	133766330	133771635	5306	-	1166	upstream	1166	NA
chr11	134094583	134094598	16	*	X13736	112936	134094561	134117686	23126	+	0	inside	21	VPS26B
chr11	134094583	134094598	16	*	X13736	23310	134022337	134094426	72090	-	156	upstream	156	NCAPD3
chr11	134283753	134283842	90	*	X13744	27087	134248398	134281812	33415	-	1940	upstream	1940	B3GAT1
chr12	175995	176018	24	*	X13772	440073	176049	287625	111577	+	30	upstream	30	IQSEC3
chr12	860782	860961	180	*	X13832	65125	862089	1020618	158530	+	1127	upstream	1127	WNK1
chr12	861292	861326	35	*	X13833	65125	862089	1020618	158530	+	762	upstream	762	WNK1
chr12	861717	861786	70	*	X13834	65125	862089	1020618	158530	+	302	upstream	302	WNK1
chr12	1100585	1100704	120	*	X13840	23085	1100404	1605099	504696	+	0	inside	180	ERC1
chr12	1100585	1100704	120	*	X13840	5893	1021255	1099219	77965	-	1365	upstream	1365	RAD52
chr12	1100765	1100944	180	*	X13841	5893	1021255	1099219	77965	-	1545	upstream	1545	RAD52
chr12	1101140	1101244	105	*	X13842	5893	1021255	1099219	77965	-	1920	upstream	1920	RAD52
chr12	1683758	1683780	23	*	X13852	81029	1683823	1756378	72556	+	42	upstream	42	WNT5B
chr12	1704101	1704280	180	*	X13853	144699	1675159	1703331	28173	-	769	upstream	769	FBXL14
chr12	1769858	1769962	105	*	X13859	100500816	1769481	1769546	66	-	311	upstream	311	MIR3649
chr12	1770731	1770848	118	*	X13860	100500816	1769481	1769546	66	-	1184	upstream	1184	MIR3649
chr12	2113176	2113601	426	*	X13877	196513	2050757	2113677	62921	-	0	inside	75	DCP1B
chr12	2161407	2161496	90	*	X13878	775	2162416	2807115	644700	+	919	upstream	919	CACNA1C
chr12	2903813	2903992	180	*	X13898	2288	2904108	2914587	10480	+	115	upstream	115	FKBP4
chr12	2904128	2904157	30	*	X13899	2288	2904108	2914587	10480	+	0	inside	19	FKBP4
chr12	2944408	2944512	105	*	X13901	83714	2934514	2944221	9708	-	186	upstream	186	NRIP2
chr12	2944408	2944512	105	*	X13901	100507424	2945982	2968961	22980	+	1469	upstream	1469	NA
chr12	2986496	2986585	90	*	X13907	7289	2986365	3050306	63942	+	0	inside	130	TULP3
chr12	2986496	2986585	90	*	X13907	2305	2966847	2986321	19475	-	174	upstream	174	FOXM1
chr12	3068106	3068165	60	*	X13910	7004	3068478	3149842	81365	+	312	upstream	312	TEAD4
chr12	3862759	3862863	105	*	X14006	84766	3716318	3862366	146049	-	392	upstream	392	CRACR2A
chr12	3982222	3982371	150	*	X14010	57097	3918027	3982608	64582	-	0	inside	236	PARP11
chr12	4380925	4381149	225	*	X14031	894	4382902	4414522	31621	+	1752	upstream	1752	CCND2
chr12	4381338	4381397	60	*	X14032	894	4382902	4414522	31621	+	1504	upstream	1504	CCND2
chr12	4381922	4382011	90	*	X14033	894	4382902	4414522	31621	+	890	upstream	890	CCND2
chr12	4382193	4382282	90	*	X14034	894	4382902	4414522	31621	+	619	upstream	619	CCND2
chr12	4382687	4382915	229	*	X14035	894	4382902	4414522	31621	+	0	overlapStart	0	CCND2
chr12	4429680	4429799	120	*	X14043	57103	4430359	4469190	38832	+	559	upstream	559	TIGAR
chr12	4429890	4429979	90	*	X14044	57103	4430359	4469190	38832	+	379	upstream	379	TIGAR
chr12	4758624	4758773	150	*	X14051	10566	4724676	4758213	33538	-	410	upstream	410	AKAP3
chr12	4918163	4918357	195	*	X14053	3742	4918342	4960278	41937	+	0	overlapStart	0	KCNA6
chr12	4918403	4918642	240	*	X14054	3742	4918342	4960278	41937	+	0	inside	60	KCNA6
chr12	5018892	5019024	133	*	X14060	3736	5019073	5027422	8350	+	48	upstream	48	KCNA1
chr12	5539411	5539530	120	*	X14065	4908	5541280	5604465	63186	+	1749	upstream	1749	NTF3
chr12	5539662	5539777	116	*	X14066	4908	5541280	5604465	63186	+	1502	upstream	1502	NTF3
chr12	6307727	6307831	105	*	X14084	928	6309482	6347437	37956	+	1650	upstream	1650	CD9
chr12	6308550	6308699	150	*	X14085	928	6309482	6347437	37956	+	782	upstream	782	CD9
chr12	6308760	6308879	120	*	X14086	928	6309482	6347437	37956	+	602	upstream	602	CD9
chr12	6308897	6308971	75	*	X14087	928	6309482	6347437	37956	+	510	upstream	510	CD9
chr12	6451904	6451928	25	*	X14100	7132	6437923	6451283	13361	-	620	upstream	620	TNFRSF1A
chr12	6559209	6559343	135	*	X14106	55080	6561177	6575601	14425	+	1833	upstream	1833	TAPBPL
chr12	6559409	6559513	105	*	X14107	55080	6561177	6575601	14425	+	1663	upstream	1663	TAPBPL
chr12	6559929	6560068	140	*	X14108	55080	6561177	6575601	14425	+	1108	upstream	1108	TAPBPL
chr12	6560129	6560413	285	*	X14109	55080	6561177	6575601	14425	+	763	upstream	763	TAPBPL
chr12	6560129	6560413	285	*	X14109	678655	6548167	6560683	12517	-	0	inside	269	CD27-AS1
chr12	6560504	6560623	120	*	X14110	55080	6561177	6575601	14425	+	553	upstream	553	TAPBPL
chr12	6560504	6560623	120	*	X14110	678655	6548167	6560683	12517	-	0	inside	59	CD27-AS1
chr12	6561624	6561743	120	*	X14111	678655	6548167	6560683	12517	-	940	upstream	940	CD27-AS1
chr12	6562134	6562193	60	*	X14112	678655	6548167	6560683	12517	-	1450	upstream	1450	CD27-AS1
chr12	6580124	6580136	13	*	X14113	6843	6571404	6579843	8440	-	280	upstream	280	VAMP1
chr12	6602985	6603041	57	*	X14114	9918	6603298	6641132	37835	+	256	upstream	256	NCAPD2
chr12	6602985	6603041	57	*	X14114	51258	6601316	6602471	1156	-	513	upstream	513	MRPL51
chr12	6641537	6641656	120	*	X14116	2597	6643585	6647537	3953	+	1928	upstream	1928	GAPDH
chr12	6642032	6642151	120	*	X14117	2597	6643585	6647537	3953	+	1433	upstream	1433	GAPDH
chr12	6642347	6642511	165	*	X14118	2597	6643585	6647537	3953	+	1073	upstream	1073	GAPDH
chr12	6643782	6644006	225	*	X14119	2597	6643585	6647537	3953	+	0	inside	196	GAPDH
chr12	6665370	6665415	46	*	X14128	25900	6647539	6665249	17711	-	120	upstream	120	IFFO1
chr12	6692326	6692415	90	*	X14130	677780	6690639	6690775	137	-	1550	upstream	1550	SCARNA11
chr12	6716384	6716490	107	*	X14140	1108	6679248	6716551	37304	-	0	inside	60	CHD4
chr12	6716535	6716580	46	*	X14141	1108	6679248	6716551	37304	-	0	overlapStart	0	CHD4
chr12	6716865	6716924	60	*	X14142	1108	6679248	6716551	37304	-	313	upstream	313	CHD4
chr12	6716985	6717254	270	*	X14143	1108	6679248	6716551	37304	-	433	upstream	433	CHD4
chr12	6717600	6717809	210	*	X14144	1108	6679248	6716551	37304	-	1048	upstream	1048	CHD4
chr12	6717840	6717944	105	*	X14145	1108	6679248	6716551	37304	-	1288	upstream	1288	CHD4
chr12	6756329	6756403	75	*	X14155	84519	6747242	6756580	9339	-	0	inside	176	ACRBP
chr12	6771945	6772068	124	*	X14156	51147	6759704	6772308	12605	-	0	inside	239	ING4
chr12	6773834	6773938	105	*	X14157	51147	6759704	6772308	12605	-	1525	upstream	1525	ING4
chr12	6798924	6798998	75	*	X14162	171017	6775643	6798738	23096	-	185	upstream	185	ZNF384
chr12	6811170	6811319	150	*	X14172	196500	6802957	6810009	7053	-	1160	upstream	1160	PIANP
chr12	6811860	6811893	34	*	X14173	196500	6802957	6810009	7053	-	1850	upstream	1850	PIANP
chr12	6831965	6831989	25	*	X14175	50813	6833150	6841041	7892	+	1160	upstream	1160	COPS7A
chr12	6873769	6873934	166	*	X14179	5763	6875541	6880118	4578	+	1606	upstream	1606	PTMS
chr12	6875066	6875415	350	*	X14180	5763	6875541	6880118	4578	+	125	upstream	125	PTMS
chr12	6876770	6876919	150	*	X14182	8079	6857158	6876641	19484	-	128	upstream	128	MLF2
chr12	6877556	6877690	135	*	X14183	8079	6857158	6876641	19484	-	914	upstream	914	MLF2
chr12	6877871	6878005	135	*	X14184	8079	6857158	6876641	19484	-	1229	upstream	1229	MLF2
chr12	6878135	6878269	135	*	X14185	8079	6857158	6876641	19484	-	1493	upstream	1493	MLF2
chr12	6878345	6878599	255	*	X14186	8079	6857158	6876641	19484	-	1703	upstream	1703	MLF2
chr12	6879818	6879967	150	*	X14189	3902	6881670	6887621	5952	+	1702	upstream	1702	LAG3
chr12	6879995	6880099	105	*	X14190	3902	6881670	6887621	5952	+	1570	upstream	1570	LAG3
chr12	6929620	6929709	90	*	X14197	27239	6930963	6939175	8213	+	1253	upstream	1253	GPR162
chr12	6930385	6930519	135	*	X14198	27239	6930963	6939175	8213	+	443	upstream	443	GPR162
chr12	6930605	6930641	37	*	X14199	27239	6930963	6939175	8213	+	321	upstream	321	GPR162
chr12	6931087	6931119	33	*	X14200	27239	6930963	6939175	8213	+	0	inside	123	GPR162
chr12	6936065	6936154	90	*	X14206	10536	6937572	6949018	11447	+	1417	upstream	1417	P3H3
chr12	6936995	6937040	46	*	X14207	10536	6937572	6949018	11447	+	531	upstream	531	P3H3
chr12	6937441	6937473	33	*	X14208	10536	6937572	6949018	11447	+	98	upstream	98	P3H3
chr12	6961966	6962113	148	*	X14218	83461	6953963	6960456	6494	-	1509	upstream	1509	CDCA3
chr12	6962279	6962383	105	*	X14219	83461	6953963	6960456	6494	-	1822	upstream	1822	CDCA3
chr12	6975404	6975559	156	*	X14220	7167	6976584	6980110	3527	+	1024	upstream	1024	TPI1
chr12	6975656	6975673	18	*	X14221	7167	6976584	6980110	3527	+	910	upstream	910	TPI1
chr12	6975916	6976050	135	*	X14222	7167	6976584	6980110	3527	+	533	upstream	533	TPI1
chr12	7013769	7013773	5	*	X14225	10233	7013897	7023406	9510	+	123	upstream	123	LRRC23
chr12	7022419	7022598	180	*	X14229	2026	7023614	7032859	9246	+	1015	upstream	1015	ENO2
chr12	7023497	7023631	135	*	X14230	2026	7023614	7032859	9246	+	0	overlapStart	0	ENO2
chr12	7023866	7024021	156	*	X14231	2026	7023614	7032859	9246	+	0	inside	251	ENO2
chr12	7032571	7032675	105	*	X14234	1822	7033626	7053815	20190	+	950	upstream	950	ATN1
chr12	7050327	7050360	34	*	X14244	113246	7052141	7055165	3025	+	1780	upstream	1780	C12orf57
chr12	7051129	7051303	175	*	X14245	113246	7052141	7055165	3025	+	837	upstream	837	C12orf57
chr12	7051606	7051695	90	*	X14246	113246	7052141	7055165	3025	+	445	upstream	445	C12orf57
chr12	7055371	7055460	90	*	X14248	5777	7055740	7070479	14740	+	279	upstream	279	PTPN6
chr12	7055764	7055849	86	*	X14249	5777	7055740	7070479	14740	+	0	inside	23	PTPN6
chr12	7055859	7055883	25	*	X14250	5777	7055740	7070479	14740	+	0	inside	118	PTPN6
chr12	7072380	7072409	30	*	X14252	406985	7072862	7072929	68	+	452	upstream	452	MIR200C
chr12	7072380	7072409	30	*	X14252	406933	7073260	7073354	95	+	850	upstream	850	MIR141
chr12	7072545	7072679	135	*	X14253	406985	7072862	7072929	68	+	182	upstream	182	MIR200C
chr12	7072545	7072679	135	*	X14253	406933	7073260	7073354	95	+	580	upstream	580	MIR141
chr12	7072962	7073025	64	*	X14254	406933	7073260	7073354	95	+	234	upstream	234	MIR141
chr12	7077245	7077299	55	*	X14256	677777	7076500	7076769	270	-	475	upstream	475	SCARNA12
chr12	7079505	7079609	105	*	X14257	10436	7079944	7105520	25577	+	334	upstream	334	EMG1
chr12	7126266	7126334	69	*	X14259	10162	7085347	7125842	40496	-	423	upstream	423	LPCAT3
chr12	7261097	7261216	120	*	X14261	283314	7260904	7274447	13544	+	0	inside	192	C1RL-AS1
chr12	7261671	7261681	11	*	X14262	51279	7247146	7261869	14724	-	0	inside	187	C1RL
chr12	7282594	7282822	229	*	X14263	9746	7282967	7311530	28564	+	144	upstream	144	CLSTN3
chr12	7282594	7282822	229	*	X14263	83758	7276280	7281466	5187	-	1127	upstream	1127	RBP5
chr12	7283322	7283452	131	*	X14264	83758	7276280	7281466	5187	-	1855	upstream	1855	RBP5
chr12	8088789	8088803	15	*	X14268	6515	8071824	8088892	17069	-	0	inside	88	SLC2A3
chr12	8396352	8396608	257	*	X14279	653113	8383645	8395542	11898	-	809	upstream	809	FAM86FP
chr12	8766635	8766650	16	*	X14282	57379	8754762	8765442	10681	-	1192	upstream	1192	AICDA
chr12	9216919	9217010	92	*	X14289	144571	9217773	9220651	2879	+	762	upstream	762	A2M-AS1
chr12	9217657	9217675	19	*	X14290	144571	9217773	9220651	2879	+	97	upstream	97	A2M-AS1
chr12	9217657	9217675	19	*	X14290	253128	9208185	9217666	9482	-	0	overlapStart	0	LINC00612
chr12	10364454	10364473	20	*	X14295	23710	10365489	10375724	10236	+	1015	upstream	1015	GABARAPL1
chr12	10875960	10876071	112	*	X14302	8531	10851676	10875953	24278	-	6	upstream	6	YBX3
chr12	11801850	11801984	135	*	X14305	2120	11802788	12268261	465474	+	803	upstream	803	ETV6
chr12	12419402	12419611	210	*	X14316	4040	12268961	12419811	150851	-	0	inside	199	LRP6
chr12	12502954	12503073	120	*	X14317	54682	12482218	12503169	20952	-	0	inside	95	MANSC1
chr12	12715222	12715331	110	*	X14322	80824	12626216	12715448	89233	-	0	inside	116	DUSP16
chr12	12715804	12715915	112	*	X14323	80824	12626216	12715448	89233	-	355	upstream	355	DUSP16
chr12	12765028	12765147	120	*	X14324	1389	12764831	12798041	33211	+	0	inside	196	CREBL2
chr12	12877114	12877233	120	*	X14329	51202	12878851	12982915	104065	+	1617	upstream	1617	DDX47
chr12	12877114	12877233	120	*	X14329	81575	12878851	12944399	65549	+	1617	upstream	1617	APOLD1
chr12	12877654	12877758	105	*	X14330	51202	12878851	12982915	104065	+	1092	upstream	1092	DDX47
chr12	12877654	12877758	105	*	X14330	81575	12878851	12944399	65549	+	1092	upstream	1092	APOLD1
chr12	12877850	12877969	120	*	X14331	51202	12878851	12982915	104065	+	881	upstream	881	DDX47
chr12	12877850	12877969	120	*	X14331	81575	12878851	12944399	65549	+	881	upstream	881	APOLD1
chr12	12878164	12878313	150	*	X14332	51202	12878851	12982915	104065	+	537	upstream	537	DDX47
chr12	12878164	12878313	150	*	X14332	81575	12878851	12944399	65549	+	537	upstream	537	APOLD1
chr12	13153495	13153541	47	*	X14335	93164	13153376	13157764	4389	+	0	inside	118	HTR7P1
chr12	13153495	13153541	47	*	X14335	50865	13127799	13153243	25445	-	251	upstream	251	HEBP1
